R_fighter;B_fighter;Fight_type;win_by;peso_forca_vitoria
Carlos Condit;Jake Ellenberger;Welterweight Bout;Decision - Split;1.0
Mike Pyle;Chris Wilson;Welterweight Bout;Submission;0.5
Ryan Jensen;Steve Steinbeiss;Middleweight Bout;Submission;0.5
Mike Pierce;Brock Larson;Welterweight Bout;Decision - Unanimous;1.0
Thiago Silva;Keith Jardine;Light Heavyweight Bout;KO/TKO;0.5
Brandon Vera;Krzysztof Soszynski;Light Heavyweight Bout;Decision - Unanimous;1.0
Gabriel Gonzaga;Chris Tuchscherer;Heavyweight Bout;KO/TKO;0.5
Antonio Rodrigo Nogueira;Randy Couture;Heavyweight Bout;Decision - Unanimous;1.0
Aaron Simpson;Ed Herman;Middleweight Bout;KO/TKO;0.5
Mike Russow;Justin McCully;Heavyweight Bout;Decision - Unanimous;1.0
Jake Rosholt;Chris Leben;Middleweight Bout;Submission;0.5
Nate Marquardt;Demian Maia;Middleweight Bout;KO/TKO;0.5
Evan Dunham;Marcus Aurelio;Lightweight Bout;Decision - Split;1.0
Todd Duffee;Tim Hague;Heavyweight Bout;KO/TKO;0.5
Mark Munoz;Nick Catone;Middleweight Bout;Decision - Split;1.0
Aaron Riley;Shane Nelson;Lightweight Bout;Decision - Unanimous;1.0
BJ Penn;Kenny Florian;UFC Lightweight Title Bout;Submission;0.5
Kurt Pellegrino;Josh Neer;Lightweight Bout;Decision - Unanimous;1.0
Anderson Silva;Forrest Griffin;Light Heavyweight Bout;KO/TKO;0.5
Johny Hendricks;Amir Sadollah;Welterweight Bout;KO/TKO;0.5
John Howard;Tamdan McCrory;Welterweight Bout;Decision - Split;1.0
Alessio Sakara;Thales Leites;Middleweight Bout;Decision - Split;1.0
Ricardo Almeida;Kendall Grove;Middleweight Bout;Decision - Unanimous;1.0
Matthew Riddle;Dan Cramer;Welterweight Bout;Decision - Unanimous;1.0
Jesse Lennox;Danillo Villefort;Welterweight Bout;TKO - Doctor's Stoppage;0.5
George Sotiropoulos;George Roop;Lightweight Bout;Submission;0.5
Jim Miller;Mac Danzig;Lightweight Bout;Decision - Unanimous;1.0
Jon Fitch;Paulo Thiago;Welterweight Bout;Decision - Unanimous;1.0
Brock Lesnar;Frank Mir;UFC Heavyweight Title Bout;KO/TKO;0.5
Mark Coleman;Stephan Bonnar;Light Heavyweight Bout;Decision - Unanimous;1.0
Georges St-Pierre;Thiago Alves;UFC Welterweight Title Bout;Decision - Unanimous;1.0
Yoshihiro Akiyama;Alan Belcher;Middleweight Bout;Decision - Split;1.0
Jon Jones;Jake O'Brien;Light Heavyweight Bout;Submission;0.5
Tom Lawlor;CB Dollaway;Middleweight Bout;Submission;0.5
Dong Hyun Kim;TJ Grant;Welterweight Bout;Decision - Unanimous;1.0
Shannon Gugerty;Matt Grice;Lightweight Bout;Submission;0.5
Diego Sanchez;Clay Guida;Lightweight Bout;Decision - Split;1.0
Ross Pearson;Andre Winner;Ultimate Fighter 9 Lightweight Tournament Title Bout;Decision - Unanimous;1.0
Tomasz Drwal;Mike Ciesnolevicz;Light Heavyweight Bout;KO/TKO;0.5
Chris Lytle;Kevin Burns;Welterweight Bout;Decision - Unanimous;1.0
Brad Blackburn;Edgar Garcia;Welterweight Bout;Decision - Split;1.0
Melvin Guillard;Gleison Tibau;Lightweight Bout;Decision - Split;1.0
Joe Stevenson;Nate Diaz;Lightweight Bout;Decision - Unanimous;1.0
Nick Osipczak;Frank Lester;Welterweight Bout;Submission;0.5
Jason Dent;Cameron Dollar;Lightweight Bout;Submission;0.5
James Wilks;DaMarques Johnson;Ultimate Fighter 9 Welterweight Tournament Title Bout;Submission;0.5
Mirko Filipovic;Mostapha Al-Turk;Heavyweight Bout;KO/TKO;0.5
Spencer Fisher;Caol Uno;Lightweight Bout;Decision - Unanimous;1.0
Dan Hardy;Marcus Davis;Welterweight Bout;Decision - Split;1.0
Mike Swick;Ben Saunders;Welterweight Bout;KO/TKO;0.5
Terry Etim;Justin Buchholz;Lightweight Bout;Submission;0.5
Dennis Siver;Dale Hartt;Lightweight Bout;Submission;0.5
Cain Velasquez;Cheick Kongo;Heavyweight Bout;Decision - Unanimous;1.0
Paul Kelly;Rolando Delgado;Lightweight Bout;Decision - Unanimous;1.0
John Hathaway;Rick Story;Welterweight Bout;Decision - Unanimous;1.0
Paul Taylor;Peter Sobotta;Welterweight Bout;Decision - Unanimous;1.0
Stefan Struve;Denis Stojnic;Heavyweight Bout;Submission;0.5
Brock Larson;Mike Pyle;Welterweight Bout;Submission;0.5
Tim Hague;Pat Barry;Heavyweight Bout;Submission;0.5
Kyle Bradley;Phillipe Nover;Lightweight Bout;KO/TKO;0.5
Lyoto Machida;Rashad Evans;UFC Light Heavyweight Title Bout;KO/TKO;0.5
Frankie Edgar;Sean Sherk;Lightweight Bout;Decision - Unanimous;1.0
Chael Sonnen;Dan Miller;Middleweight Bout;Decision - Unanimous;1.0
Matt Hughes;Matt Serra;Welterweight Bout;Decision - Unanimous;1.0
Drew McFedries;Xavier Foupa-Pokam;Middleweight Bout;KO/TKO;0.5
Krzysztof Soszynski;Andre Gusmao;Light Heavyweight Bout;KO/TKO;0.5
Yoshiyuki Yoshida;Brandon Wolff;Welterweight Bout;Submission;0.5
George Roop;David Kaplan;Lightweight Bout;Decision - Split;1.0
Cheick Kongo;Antoni Hardonk;Heavyweight Bout;KO/TKO;0.5
Luiz Cane;Steve Cantwell;Light Heavyweight Bout;Decision - Unanimous;1.0
Krzysztof Soszynski;Brian Stann;Light Heavyweight Bout;Submission;0.5
Denis Kang;Xavier Foupa-Pokam;Middleweight Bout;Decision - Unanimous;1.0
Nate Quarry;Jason MacDonald;Middleweight Bout;KO/TKO;0.5
Sam Stout;Matt Wiman;Lightweight Bout;Decision - Unanimous;1.0
Mauricio Rua;Chuck Liddell;Light Heavyweight Bout;KO/TKO;0.5
Anderson Silva;Thales Leites;UFC Middleweight Title Bout;Decision - Unanimous;1.0
Ed Herman;David Loiseau;Middleweight Bout;Decision - Unanimous;1.0
Mark Bocek;David Bielkheden;Lightweight Bout;Submission;0.5
TJ Grant;Ryo Chonan;Welterweight Bout;Decision - Split;1.0
Eliot Marshall;Vinny Magalhaes;Light Heavyweight Bout;Decision - Unanimous;1.0
Tim Credeur;Nick Catone;Middleweight Bout;Submission;0.5
Gleison Tibau;Jeremy Stephens;Lightweight Bout;Decision - Unanimous;1.0
Tyson Griffin;Rafael Dos Anjos;Lightweight Bout;Decision - Unanimous;1.0
Ricardo Almeida;Matt Horwich;Middleweight Bout;Decision - Unanimous;1.0
Brock Larson;Jesse Sanders;Welterweight Bout;Submission;0.5
Ryan Bader;Carmelo Marrero;Light Heavyweight Bout;Decision - Unanimous;1.0
Cole Miller;Junie Browning;Lightweight Bout;Submission;0.5
Rob Kimmons;Joe Vedepo;Middleweight Bout;Submission;0.5
Aaron Simpson;Tim McKenzie;Middleweight Bout;KO/TKO;0.5
Jorge Rivera;Nissen Osterneck;Middleweight Bout;Decision - Split;1.0
Gray Maynard;Jim Miller;Lightweight Bout;Decision - Unanimous;1.0
Tamdan McCrory;Ryan Madigan;Welterweight Bout;KO/TKO;0.5
Shane Carwin;Gabriel Gonzaga;Heavyweight Bout;KO/TKO;0.5
Matt Brown;Pete Sell;Welterweight Bout;KO/TKO;0.5
Matt Hamill;Mark Munoz;Light Heavyweight Bout;KO/TKO;0.5
Quinton Jackson;Keith Jardine;Light Heavyweight Bout;Decision - Unanimous;1.0
Kendall Grove;Jason Day;Middleweight Bout;KO/TKO;0.5
Jason Brilz;Tim Boetsch;Light Heavyweight Bout;Decision - Unanimous;1.0
Brandon Vera;Michael Patt;Light Heavyweight Bout;KO/TKO;0.5
Demian Maia;Chael Sonnen;Middleweight Bout;Submission;0.5
Diego Sanchez;Joe Stevenson;Lightweight Bout;Decision - Unanimous;1.0
Evan Dunham;Per Eklund;Lightweight Bout;KO/TKO;0.5
Terry Etim;Brian Cobb;Lightweight Bout;KO/TKO;0.5
Paulo Thiago;Josh Koscheck;Welterweight Bout;KO/TKO;0.5
Nate Marquardt;Wilson Gouveia;Middleweight Bout;KO/TKO;0.5
Junior Dos Santos;Stefan Struve;Heavyweight Bout;KO/TKO;0.5
Dan Hardy;Rory Markham;Welterweight Bout;KO/TKO;0.5
Mike Ciesnolevicz;Neil Grove;Heavyweight Bout;Submission;0.5
Paul Kelly;Troy Mandaloniz;Welterweight Bout;Decision - Unanimous;1.0
Joe Lauzon;Jeremy Stephens;Lightweight Bout;Submission;0.5
Cain Velasquez;Denis Stojnic;Heavyweight Bout;KO/TKO;0.5
Matt Veach;Matt Grice;Lightweight Bout;KO/TKO;0.5
Josh Neer;Mac Danzig;Lightweight Bout;Submission;0.5
Anthony Johnson;Luigi Fioravanti;Welterweight Bout;KO/TKO;0.5
Dan Miller;Jake Rosholt;Middleweight Bout;Submission;0.5
Kurt Pellegrino;Rob Emerson;Lightweight Bout;Submission;0.5
Gleison Tibau;Rich Clementi;Lightweight Bout;Submission;0.5
Nick Catone;Derek Downey;Middleweight Bout;Submission;0.5
Matthew Riddle;Steve Bruno;Welterweight Bout;Decision - Unanimous;1.0
Thiago Tavares;Manvel Gamburyan;Lightweight Bout;Decision - Unanimous;1.0
Clay Guida;Nate Diaz;Lightweight Bout;Decision - Split;1.0
Jon Jones;Stephan Bonnar;Light Heavyweight Bout;Decision - Unanimous;1.0
Georges St-Pierre;BJ Penn;UFC Welterweight Title Bout;KO/TKO;0.5
Lyoto Machida;Thiago Silva;Light Heavyweight Bout;KO/TKO;0.5
Jon Fitch;Akihiro Gono;Welterweight Bout;Decision - Unanimous;1.0
John Howard;Chris Wilson;Welterweight Bout;Decision - Split;1.0
Karo Parisyan;Dong Hyun Kim;Welterweight Bout;Overturned;2.0
Jake O'Brien;Christian Wellisch;Light Heavyweight Bout;Decision - Split;1.0
Dan Cramer;Matt Arroyo;Welterweight Bout;Decision - Split;1.0
Marcus Davis;Chris Lytle;Welterweight Bout;Decision - Split;1.0
John Hathaway;Tom Egan;Welterweight Bout;KO/TKO;0.5
Dan Henderson;Rich Franklin;Light Heavyweight Bout;Decision - Split;1.0
Mauricio Rua;Mark Coleman;Light Heavyweight Bout;KO/TKO;0.5
Eric Schafer;Antonio Mendes;Light Heavyweight Bout;KO/TKO;0.5
Martin Kampmann;Alexandre Barros;Welterweight Bout;KO/TKO;0.5
Rousimar Palhares;Jeremy Horn;Middleweight Bout;Decision - Unanimous;1.0
Alan Belcher;Denis Kang;Middleweight Bout;Submission;0.5
Tomasz Drwal;Ivan Serati;Light Heavyweight Bout;KO/TKO;0.5
Dennis Siver;Nate Mohr;Lightweight Bout;KO/TKO;0.5
Rashad Evans;Forrest Griffin;UFC Light Heavyweight Title Bout;KO/TKO;0.5
Yushin Okami;Dean Lister;Middleweight Bout;Decision - Unanimous;1.0
Cheick Kongo;Mostapha Al-Turk;Heavyweight Bout;KO/TKO;0.5
Antoni Hardonk;Mike Wessel;Heavyweight Bout;KO/TKO;0.5
Matt Hamill;Reese Andy;Light Heavyweight Bout;KO/TKO;0.5
Quinton Jackson;Wanderlei Silva;Light Heavyweight Bout;KO/TKO;0.5
CB Dollaway;Mike Massenzio;Middleweight Bout;KO/TKO;0.5
Brad Blackburn;Ryo Chonan;Welterweight Bout;Decision - Unanimous;1.0
Pat Barry;Dan Evensen;Heavyweight Bout;KO/TKO;0.5
Wilson Gouveia;Jason MacDonald;Middleweight Bout;KO/TKO;0.5
Junie Browning;David Kaplan;Lightweight Bout;Submission;0.5
Anthony Johnson;Kevin Burns;Welterweight Bout;KO/TKO;0.5
Krzysztof Soszynski;Shane Primm;Light Heavyweight Bout;Submission;0.5
Tom Lawlor;Kyle Kingsbury;Light Heavyweight Bout;Decision - Unanimous;1.0
Efrain Escudero;Phillipe Nover;Ultimate Fighter 8 Lightweight Tournament Title Bout;Decision - Unanimous;1.0
Ryan Bader;Vinny Magalhaes;Ultimate Fighter 8 Light Heavyweight Tournament Title Bout;KO/TKO;0.5
Eliot Marshall;Jules Bruchez;Light Heavyweight Bout;Submission;0.5
Shane Nelson;George Roop;Lightweight Bout;Decision - Split;1.0
Rolando Delgado;John Polakowski;Lightweight Bout;Submission;0.5
Ben Saunders;Brandon Wolff;Welterweight Bout;KO/TKO;0.5
Steve Cantwell;Razak Al-Hassan;Light Heavyweight Bout;Submission;0.5
Jim Miller;Matt Wiman;Lightweight Bout;Decision - Unanimous;1.0
Steve Bruno;Johnny Rees;Welterweight Bout;Submission;0.5
Josh Koscheck;Yoshiyuki Yoshida;Welterweight Bout;KO/TKO;0.5
Tim Credeur;Nate Loughran;Middleweight Bout;KO/TKO;0.5
Luigi Fioravanti;Brodie Farber;Welterweight Bout;Decision - Unanimous;1.0
Mike Swick;Jonathan Goulet;Welterweight Bout;KO/TKO;0.5
Dale Hartt;Corey Hill;Lightweight Bout;KO/TKO;0.5
Justin McCully;Eddie Sanchez;Heavyweight Bout;Decision - Unanimous;1.0
Brock Lesnar;Randy Couture;UFC Heavyweight Title Bout;KO/TKO;0.5
Dustin Hazelett;Tamdan McCrory;Welterweight Bout;Submission;0.5
Kenny Florian;Joe Stevenson;Lightweight Bout;Submission;0.5
Demian Maia;Nate Quarry;Middleweight Bout;Submission;0.5
Jeremy Stephens;Rafael Dos Anjos;Lightweight Bout;KO/TKO;0.5
Gabriel Gonzaga;Josh Hendricks;Heavyweight Bout;KO/TKO;0.5
Aaron Riley;Jorge Gurgel;Lightweight Bout;Decision - Unanimous;1.0
Mark Bocek;Alvin Robinson;Lightweight Bout;Submission;0.5
Matt Brown;Ryan Thomas;Welterweight Bout;Submission;0.5
Junior Dos Santos;Fabricio Werdum;Heavyweight Bout;KO/TKO;0.5
Sean Sherk;Tyson Griffin;Lightweight Bout;Decision - Unanimous;1.0
